DonationKey,Donation Date,DonorKey,CampaignKey,ChannelKey,FundraiserKey,Gift Amount,Gift Type,Payment Method,Is First Gift
85000,2025-05-04,8187,32,5,,17.94,Recurring,Card,False
57157,2025-05-04,5513,33,6,,8.87,Recurring,Card,False
70362,2025-05-04,6813,29,2,,52.46,Recurring,Card,False
88639,2025-05-04,8541,29,2,,25.61,Recurring,Card,False
4781,2025-05-04,435,28,1,,23.73,Recurring,Card,False
124276,2025-05-04,11953,29,2,,15.18,Recurring,Card,False
90571,2025-05-04,8735,32,5,,13.67,Recurring,Card,False
60298,2025-05-04,5821,29,2,,10.48,Recurring,Card,False
84981,2025-05-04,8182,29,2,,17.61,Recurring,Card,False
78544,2025-05-04,7586,28,1,,22.67,Recurring,Card,False
69333,2025-05-04,6714,28,1,,16.21,Recurring,Card,False
66325,2025-05-04,6420,30,3,,25.03,Recurring,Card,False
69735,2025-05-04,6752,28,1,,27.24,Recurring,Card,False
69352,2025-05-04,6717,32,5,,28.38,Recurring,Card,False
67035,2025-05-04,6479,33,6,,14.08,Recurring,Card,False
61721,2025-05-04,5978,30,3,,13.15,Recurring,Card,False
87851,2025-05-04,8472,32,5,,5.0,Recurring,Card,False
91698,2025-05-04,8827,30,3,,13.03,Recurring,Card,False
68949,2025-05-04,6670,28,1,,14.77,Recurring,Card,False
86376,2025-05-04,8320,31,4,,10.17,Recurring,Card,False
92210,2025-05-04,8874,28,1,,12.85,Recurring,Card,False
2444,2025-05-04,229,28,1,,20.53,Recurring,Card,False
68838,2025-05-04,6655,30,3,,8.9,Recurring,Card,False
82803,2025-05-04,7964,29,2,,13.87,Recurring,Card,False
64217,2025-05-04,6231,30,3,,25.82,Recurring,Card,False
55254,2025-05-04,5340,28,1,,9.77,Recurring,Card,False
120904,2025-05-04,11618,28,1,,5.14,Recurring,Card,False
63032,2025-05-04,6105,30,3,,18.73,Recurring,Card,False
92224,2025-05-04,8876,32,5,,30.86,Recurring,Card,False
1807,2025-05-04,176,29,2,,16.24,Recurring,Card,False
86354,2025-05-04,8317,30,3,,22.8,Recurring,Card,False
121154,2025-05-04,11644,28,1,,10.39,Recurring,Card,False
62997,2025-05-04,6099,28,1,,12.16,Recurring,Card,False
6117,2025-05-04,558,28,1,,6.9,Recurring,Card,False
55283,2025-05-04,5341,28,1,,22.62,Recurring,Card,False
68721,2025-05-04,6646,28,1,,18.65,Recurring,Card,False
64266,2025-05-04,6234,28,1,,32.97,Recurring,Card,False
54243,2025-05-04,5237,28,1,,12.92,Recurring,Card,False
55361,2025-05-04,5345,28,1,,35.85,Recurring,Card,False
63019,2025-05-04,6103,29,2,,19.8,Recurring,Card,False
5797,2025-05-04,533,30,3,,7.9,Recurring,Card,False
63070,2025-05-04,6108,29,2,,15.64,Recurring,Card,False
86399,2025-05-04,8323,28,1,,45.23,Recurring,Card,False
1918,2025-05-04,186,33,6,,22.39,Recurring,Card,False
64061,2025-05-04,6213,28,1,,58.5,Recurring,Card,False
63156,2025-05-04,6118,28,1,,16.89,Recurring,Card,False
54349,2025-05-04,5252,28,1,,16.94,Recurring,Card,False
123286,2025-05-04,11856,28,1,,19.65,Recurring,Card,False
92158,2025-05-04,8866,31,4,,11.57,Recurring,Card,False
87005,2025-05-04,8371,29,2,,11.14,Recurring,Card,False
63091,2025-05-04,6110,28,1,,17.62,Recurring,Card,False
86432,2025-05-04,8324,28,1,,7.7,Recurring,Card,False
91744,2025-05-04,8829,32,5,,17.03,Recurring,Card,False
83508,2025-05-04,8021,29,2,,11.35,Recurring,Card,False
120934,2025-05-04,11623,28,1,,16.07,Recurring,Card,False
69983,2025-05-04,6775,30,3,,17.74,Recurring,Card,False
87020,2025-05-04,8373,28,1,,24.87,Recurring,Card,False
6086,2025-05-04,552,28,1,,14.14,Recurring,Card,False
1893,2025-05-04,185,28,1,,20.52,Recurring,Card,False
92177,2025-05-04,8871,28,1,,14.56,Recurring,Card,False
121135,2025-05-04,11643,29,2,,29.57,Recurring,Card,False
64095,2025-05-04,6219,28,1,,13.5,Recurring,Card,False
2394,2025-05-04,225,28,1,,17.83,Recurring,Card,False
91727,2025-05-04,8828,32,5,,11.47,Recurring,Card,False
123554,2025-05-04,11888,28,1,,8.46,Recurring,Card,False
55164,2025-05-04,5332,28,1,,13.8,Recurring,Card,False
123232,2025-05-04,11850,32,5,,13.54,Recurring,Card,False
87126,2025-05-04,8393,28,1,,12.78,Recurring,Card,False
6125,2025-05-04,559,28,1,,14.62,Recurring,Card,False
1763,2025-05-04,175,28,1,,11.16,Recurring,Card,False
87200,2025-05-04,8403,28,1,,17.88,Recurring,Card,False
54177,2025-05-04,5228,31,4,,14.71,Recurring,Card,False
91608,2025-05-04,8813,28,1,,8.57,Recurring,Card,False
62744,2025-05-04,6075,31,4,,5.0,Recurring,Card,False
87206,2025-05-04,8404,32,5,,13.24,Recurring,Card,False
70162,2025-05-04,6786,30,3,,18.2,Recurring,Card,False
86252,2025-05-04,8312,34,7,,27.96,Recurring,Card,False
68701,2025-05-04,6645,32,5,,8.66,Recurring,Card,False
92291,2025-05-04,8880,31,4,,5.0,Recurring,Card,False
55463,2025-05-04,5356,28,1,,10.14,Recurring,Card,False
2552,2025-05-04,234,30,3,,13.21,Recurring,Card,False
121198,2025-05-04,11646,28,1,,24.2,Recurring,Card,False
64401,2025-05-04,6253,28,1,,15.49,Recurring,Card,False
6200,2025-05-04,567,28,1,,14.28,Recurring,Card,False
55481,2025-05-04,5357,28,1,,8.45,Recurring,Card,False
78076,2025-05-04,7548,29,2,,20.11,Recurring,Card,False
62697,2025-05-04,6071,29,2,,21.41,Recurring,Card,False
2571,2025-05-04,235,29,2,,20.83,Recurring,Card,False
54160,2025-05-04,5227,29,2,,7.78,Recurring,Card,False
91577,2025-05-04,8811,28,1,,12.1,Recurring,Card,False
64420,2025-05-04,6254,28,1,,16.13,Recurring,Card,False
92318,2025-05-04,8883,28,1,,8.14,Recurring,Card,False
1654,2025-05-04,171,31,4,,15.79,Recurring,Card,False
123625,2025-05-04,11895,29,2,,15.51,Recurring,Card,False
55100,2025-05-04,5324,28,1,,8.47,Recurring,Card,False
1707,2025-05-04,173,28,1,,7.97,Recurring,Card,False
64364,2025-05-04,6245,30,3,,13.54,Recurring,Card,False
64313,2025-05-04,6239,28,1,,12.71,Recurring,Card,False
91655,2025-05-04,8822,30,3,,13.17,Recurring,Card,False
77582,2025-05-04,7500,28,1,,9.87,Recurring,Card,False
87145,2025-05-04,8396,29,2,,14.95,Recurring,Card,False
1730,2025-05-04,174,29,2,,6.56,Recurring,Card,False
5770,2025-05-04,531,28,1,,10.58,Recurring,Card,False
62872,2025-05-04,6088,28,1,,9.73,Recurring,Card,False
92250,2025-05-04,8877,28,1,,12.7,Recurring,Card,False
2504,2025-05-04,233,29,2,,6.07,Recurring,Card,False
86294,2025-05-04,8313,28,1,,11.27,Recurring,Card,False
64342,2025-05-04,6241,28,1,,6.02,Recurring,Card,False
62833,2025-05-04,6086,29,2,,19.97,Recurring,Card,False
83483,2025-05-04,8020,29,2,,5.0,Recurring,Card,False
76860,2025-05-04,7442,28,1,,26.18,Recurring,Card,False
55417,2025-05-04,5353,28,1,,6.94,Recurring,Card,False
62797,2025-05-04,6079,28,1,,11.21,Recurring,Card,False
68983,2025-05-04,6672,33,6,,26.19,Recurring,Card,False
54204,2025-05-04,5229,28,1,,13.68,Recurring,Card,False
6164,2025-05-04,562,28,1,,15.6,Recurring,Card,False
62767,2025-05-04,6077,30,3,,19.32,Recurring,Card,False
82721,2025-05-04,7959,28,1,,37.35,Recurring,Card,False
69959,2025-05-04,6772,29,2,,54.52,Recurring,Card,False
5734,2025-05-04,523,32,5,,38.59,Recurring,Card,False
123205,2025-05-04,11849,29,2,,8.3,Recurring,Card,False
2369,2025-05-04,224,31,4,,6.18,Recurring,Card,False
123297,2025-05-04,11857,33,6,,15.69,Recurring,Card,False
54360,2025-05-04,5253,29,2,,16.2,Recurring,Card,False
54807,2025-05-04,5288,28,1,,26.68,Recurring,Card,False
6008,2025-05-04,549,29,2,,12.05,Recurring,Card,False
68883,2025-05-04,6663,28,1,,10.13,Recurring,Card,False
63469,2025-05-04,6161,29,2,,11.19,Recurring,Card,False
54647,2025-05-04,5277,28,1,,21.34,Recurring,Card,False
5924,2025-05-04,544,30,3,,12.59,Recurring,Card,False
63754,2025-05-04,6188,28,1,,21.61,Recurring,Card,False
63454,2025-05-04,6160,28,1,,11.28,Recurring,Card,False
78460,2025-05-04,7581,29,2,,16.36,Recurring,Card,False
77623,2025-05-04,7502,29,2,,14.71,Recurring,Card,False
86805,2025-05-04,8354,28,1,,7.73,Recurring,Card,False
2222,2025-05-04,214,28,1,,9.22,Recurring,Card,False
5883,2025-05-04,543,32,5,,12.04,Recurring,Card,False
86600,2025-05-04,8339,31,4,,9.65,Recurring,Card,False
54636,2025-05-04,5275,32,5,,29.28,Recurring,Card,False
70092,2025-05-04,6783,31,4,,16.46,Recurring,Card,False
54848,2025-05-04,5292,31,4,,20.9,Recurring,Card,False
92036,2025-05-04,8854,29,2,,8.68,Recurring,Card,False
63407,2025-05-04,6151,28,1,,9.88,Recurring,Card,False
76873,2025-05-04,7443,33,6,,9.81,Recurring,Card,False
82752,2025-05-04,7960,29,2,,18.7,Recurring,Card,False
6052,2025-05-04,550,31,4,,14.27,Recurring,Card,False
83530,2025-05-04,8022,31,4,,15.81,Recurring,Card,False
91907,2025-05-04,8842,29,2,,13.88,Recurring,Card,False
54864,2025-05-04,5294,28,1,,11.53,Recurring,Card,False
2197,2025-05-04,213,29,2,,9.84,Recurring,Card,False
86769,2025-05-04,8351,28,1,,5.0,Recurring,Card,False
82762,2025-05-04,7963,31,4,,8.27,Recurring,Card,False
54763,2025-05-04,5283,28,1,,6.08,Recurring,Card,False
91968,2025-05-04,8848,28,1,,16.7,Recurring,Card,False
63623,2025-05-04,6172,28,1,,33.73,Recurring,Card,False
63653,2025-05-04,6173,28,1,,8.96,Recurring,Card,False
5973,2025-05-04,548,30,3,,32.6,Recurring,Card,False
63613,2025-05-04,6171,32,5,,11.46,Recurring,Card,False
54781,2025-05-04,5285,29,2,,16.28,Recurring,Card,False
2151,2025-05-04,212,28,1,,35.23,Recurring,Card,False
5967,2025-05-04,547,28,1,,23.99,Recurring,Card,False
91985,2025-05-04,8850,31,4,,14.5,Recurring,Card,False
63600,2025-05-04,6170,29,2,,24.57,Recurring,Card,False
86674,2025-05-04,8347,28,1,,20.06,Recurring,Card,False
63582,2025-05-04,6168,29,2,,18.72,Recurring,Card,False
63715,2025-05-04,6184,28,1,,10.8,Recurring,Card,False
63521,2025-05-04,6164,29,2,,27.01,Recurring,Card,False
83543,2025-05-04,8023,30,3,,8.92,Recurring,Card,False
54722,2025-05-04,5279,29,2,,10.09,Recurring,Card,False
86648,2025-05-04,8346,28,1,,19.47,Recurring,Card,False
91923,2025-05-04,8843,33,6,,12.82,Recurring,Card,False
121037,2025-05-04,11631,28,1,,6.89,Recurring,Card,False
123453,2025-05-04,11880,28,1,,9.16,Recurring,Card,False
63737,2025-05-04,6187,28,1,,26.39,Recurring,Card,False
120995,2025-05-04,11629,29,2,,22.25,Recurring,Card,False
64434,2025-05-04,6255,28,1,,11.31,Recurring,Card,False
2007,2025-05-04,193,28,1,,15.23,Recurring,Card,False
63380,2025-05-04,6149,28,1,,13.86,Recurring,Card,False
63914,2025-05-04,6201,28,1,,13.81,Recurring,Card,False
55000,2025-05-04,5310,32,5,,28.87,Recurring,Card,False
63313,2025-05-04,6140,28,1,,11.46,Recurring,Card,False
86910,2025-05-04,8364,28,1,,27.04,Recurring,Card,False
1936,2025-05-04,189,32,5,,16.31,Recurring,Card,False
54406,2025-05-04,5257,28,1,,34.4,Recurring,Card,False
63276,2025-05-04,6135,28,1,,9.16,Recurring,Card,False
86499,2025-05-04,8329,31,4,,27.88,Recurring,Card,False
92126,2025-05-04,8864,28,1,,18.5,Recurring,Card,False
2346,2025-05-04,222,29,2,,13.35,Recurring,Card,False
63979,2025-05-04,6205,29,2,,28.59,Recurring,Card,False
91798,2025-05-04,8834,29,2,,11.97,Recurring,Card,False
121099,2025-05-04,11637,29,2,,20.32,Recurring,Card,False
55060,2025-05-04,5320,28,1,,7.76,Recurring,Card,False
83586,2025-05-04,8025,28,1,,12.34,Recurring,Card,False
64015,2025-05-04,6208,29,2,,37.61,Recurring,Card,False
78125,2025-05-04,7552,28,1,,28.66,Recurring,Card,False
123526,2025-05-04,11887,28,1,,11.0,Recurring,Card,False
86958,2025-05-04,8369,32,5,,22.05,Recurring,Card,False
63205,2025-05-04,6125,29,2,,6.31,Recurring,Card,False
86465,2025-05-04,8328,28,1,,21.83,Recurring,Card,False
64042,2025-05-04,6210,28,1,,9.07,Recurring,Card,False
5824,2025-05-04,539,32,5,,16.26,Recurring,Card,False
120962,2025-05-04,11627,30,3,,18.17,Recurring,Card,False
63812,2025-05-04,6192,28,1,,15.09,Recurring,Card,False
123503,2025-05-04,11886,28,1,,18.43,Recurring,Card,False
91821,2025-05-04,8835,29,2,,12.68,Recurring,Card,False
77648,2025-05-04,7503,28,1,,8.06,Recurring,Card,False
54599,2025-05-04,5273,28,1,,17.89,Recurring,Card,False
63347,2025-05-04,6147,31,4,,15.25,Recurring,Card,False
63849,2025-05-04,6197,28,1,,31.43,Recurring,Card,False
91858,2025-05-04,8838,28,1,,6.49,Recurring,Card,False
54900,2025-05-04,5299,43,1,30.0,29.9,Recurring,Card,True
86855,2025-05-04,8357,29,2,,16.83,Recurring,Card,False
1985,2025-05-04,192,28,1,,21.89,Recurring,Card,False
121074,2025-05-04,11636,28,1,,11.28,Recurring,Card,False
54566,2025-05-04,5269,30,3,,13.96,Recurring,Card,False
70046,2025-05-04,6781,29,2,,26.7,Recurring,Card,False
86554,2025-05-04,8334,28,1,,20.43,Recurring,Card,False
1962,2025-05-04,190,28,1,,15.7,Recurring,Card,False
63863,2025-05-04,6198,28,1,,18.48,Recurring,Card,False
54955,2025-05-04,5304,28,1,,16.37,Recurring,Card,False
2264,2025-05-04,218,28,1,,6.24,Recurring,Card,False
54461,2025-05-04,5262,28,1,,39.68,Recurring,Card,False
68930,2025-05-04,6668,28,1,,20.01,Recurring,Card,False
86880,2025-05-04,8361,29,2,,19.18,Recurring,Card,False
70116,2025-05-04,6784,31,4,,28.7,Recurring,Card,False
92097,2025-05-04,8860,28,1,,29.67,Recurring,Card,False
2306,2025-05-04,221,29,2,,5.0,Recurring,Card,False
63899,2025-05-04,6200,28,1,,24.35,Recurring,Card,False
5864,2025-05-04,541,29,2,,11.3,Recurring,Card,False
62652,2025-05-04,6063,29,2,,9.01,Recurring,Card,False
55490,2025-05-04,5358,29,2,,10.94,Recurring,Card,False
62628,2025-05-04,6062,28,1,,8.69,Recurring,Card,False
5388,2025-05-04,500,28,1,,18.19,Recurring,Card,False
83408,2025-05-04,8013,28,1,,15.33,Recurring,Card,False
91311,2025-05-04,8793,30,3,,19.62,Recurring,Card,False
85873,2025-05-04,8268,28,1,,21.33,Recurring,Card,False
55904,2025-05-04,5405,32,5,,9.85,Recurring,Card,False
64870,2025-05-04,6287,29,2,,8.51,Recurring,Card,False
61993,2025-05-04,6003,28,1,,25.78,Recurring,Card,False
77037,2025-05-04,7459,28,1,,28.34,Recurring,Card,False
85856,2025-05-04,8267,28,1,,11.19,Recurring,Card,False
61955,2025-05-04,6000,28,1,,8.58,Recurring,Card,False
69081,2025-05-04,6683,28,1,,9.62,Recurring,Card,False
123830,2025-05-04,11916,30,3,,32.6,Recurring,Card,False
91287,2025-05-04,8792,29,2,,8.05,Recurring,Card,False
64889,2025-05-04,6290,28,1,,14.07,Recurring,Card,False
55924,2025-05-04,5408,28,1,,24.92,Recurring,Card,False
87696,2025-05-04,8457,29,2,,10.73,Recurring,Card,False
53797,2025-05-04,5185,28,1,,24.45,Recurring,Card,False
61928,2025-05-04,5999,28,1,,23.1,Recurring,Card,False
69863,2025-05-04,6761,29,2,,20.71,Recurring,Card,False
69857,2025-05-04,6760,28,1,,8.02,Recurring,Card,False
85828,2025-05-04,8266,28,1,,7.82,Recurring,Card,False
64920,2025-05-04,6292,28,1,,14.55,Recurring,Card,False
122992,2025-05-04,11828,28,1,,10.67,Recurring,Card,False
53844,2025-05-04,5194,30,3,,24.06,Recurring,Card,False
1315,2025-05-04,136,30,3,,13.33,Recurring,Card,False
83675,2025-05-04,8034,28,1,,11.66,Recurring,Card,False
77714,2025-05-04,7505,28,1,,16.71,Recurring,Card,False
62168,2025-05-04,6013,30,3,,20.14,Recurring,Card,False
87572,2025-05-04,8449,43,4,,62.43,One-off,Card,True
64789,2025-05-04,6278,29,2,,21.06,Recurring,Card,False
55840,2025-05-04,5396,30,3,,6.58,Recurring,Card,False
123038,2025-05-04,11830,29,2,,13.39,Recurring,Card,False
62145,2025-05-04,6010,29,2,,9.71,Recurring,Card,False
87589,2025-05-04,8453,29,2,,23.62,Recurring,Card,False
55873,2025-05-04,5398,28,1,,28.48,Recurring,Card,False
53892,2025-05-04,5201,28,1,,13.8,Recurring,Card,False
121314,2025-05-04,11657,28,1,,27.23,Recurring,Card,False
62096,2025-05-04,6009,28,1,,27.35,Recurring,Card,False
2738,2025-05-04,252,29,2,,32.5,Recurring,Card,False
85924,2025-05-04,8275,28,1,,16.12,Recurring,Card,False
1424,2025-05-04,150,32,5,,20.61,Recurring,Card,False
1358,2025-05-04,144,29,2,,20.69,Recurring,Card,False
62065,2025-05-04,6008,32,5,,23.85,Recurring,Card,False
87625,2025-05-04,8454,30,3,,24.12,Recurring,Card,False
85900,2025-05-04,8269,31,4,,10.32,Recurring,Card,False
64826,2025-05-04,6282,32,5,,9.95,Recurring,Card,False
91329,2025-05-04,8794,28,1,,14.38,Recurring,Card,False
6353,2025-05-04,588,32,5,,7.58,Recurring,Card,False
2786,2025-05-04,255,28,1,,15.82,Recurring,Card,False
62028,2025-05-04,6006,28,1,,20.43,Recurring,Card,False
87648,2025-05-04,8455,32,5,,11.74,Recurring,Card,False
1457,2025-05-04,152,28,1,,14.44,Recurring,Card,False
56061,2025-05-04,5417,29,2,,10.92,Recurring,Card,False
61917,2025-05-04,5997,28,1,,19.05,Recurring,Card,False
91198,2025-05-04,8787,32,5,,18.64,Recurring,Card,False
87781,2025-05-04,8462,31,4,,16.09,Recurring,Card,False
123876,2025-05-04,11917,29,2,,12.48,Recurring,Card,False
122950,2025-05-04,11824,31,4,,31.0,Recurring,Card,False
85743,2025-05-04,8259,28,1,,7.32,Recurring,Card,False
87803,2025-05-04,8465,28,1,,20.03,Recurring,Card,False
69127,2025-05-04,6687,31,4,,38.09,Recurring,Card,False
53602,2025-05-04,5176,28,1,,12.96,Recurring,Card,False
1262,2025-05-04,134,29,2,,16.69,Recurring,Card,False
120706,2025-05-04,11602,28,1,,5.0,Recurring,Card,False
61791,2025-05-04,5983,32,5,,8.21,Recurring,Card,False
65101,2025-05-04,6305,31,4,,8.7,Recurring,Card,False
92639,2025-05-04,8913,28,1,,25.05,Recurring,Card,False
56240,2025-05-04,5432,32,5,,22.56,Recurring,Card,False
5328,2025-05-04,497,28,1,,16.52,Recurring,Card,False
61780,2025-05-04,5982,29,2,,15.97,Recurring,Card,False
56273,2025-05-04,5434,29,2,,12.77,Recurring,Card,False
6390,2025-05-04,591,29,2,,15.57,Recurring,Card,False
122930,2025-05-04,11823,28,1,,19.11,Recurring,Card,False
1220,2025-05-04,132,29,2,,5.37,Recurring,Card,False
91155,2025-05-04,8783,28,1,,5.95,Recurring,Card,False
82896,2025-05-04,7976,43,1,7.0,11.89,Recurring,Card,True
56317,2025-05-04,5436,31,4,,15.91,Recurring,Card,False
61839,2025-05-04,5985,28,1,,7.14,Recurring,Card,False
53748,2025-05-04,5184,28,1,,12.79,Recurring,Card,False
6376,2025-05-04,590,29,2,,17.74,Recurring,Card,False
65047,2025-05-04,6298,28,1,,19.76,Recurring,Card,False
2815,2025-05-04,257,29,2,,13.61,Recurring,Card,False
120731,2025-05-04,11605,29,2,,26.5,Recurring,Card,False
85804,2025-05-04,8264,32,5,,9.06,Recurring,Card,False
61881,2025-05-04,5992,28,1,,28.62,Recurring,Card,False
92580,2025-05-04,8907,28,1,,5.79,Recurring,Card,False
64946,2025-05-04,6294,29,2,,37.07,Recurring,Card,False
91241,2025-05-04,8789,31,4,,8.23,Recurring,Card,False
87739,2025-05-04,8459,29,2,,41.84,Recurring,Card,False
56111,2025-05-04,5421,32,5,,11.11,Recurring,Card,False
53707,2025-05-04,5180,31,4,,11.05,Recurring,Card,False
122975,2025-05-04,11826,29,2,,7.38,Recurring,Card,False
82676,2025-05-04,7955,28,1,,7.63,Recurring,Card,False
92600,2025-05-04,8910,31,4,,19.21,Recurring,Card,False
85782,2025-05-04,8262,30,3,,9.8,Recurring,Card,False
61862,2025-05-04,5988,31,4,,20.21,Recurring,Card,False
2826,2025-05-04,258,28,1,,5.5,Recurring,Card,False
5360,2025-05-04,499,28,1,,18.16,Recurring,Card,False
65000,2025-05-04,6297,32,5,,11.56,Recurring,Card,False
56166,2025-05-04,5427,28,1,,10.58,Recurring,Card,False
120716,2025-05-04,11603,28,1,,17.7,Recurring,Card,False
82887,2025-05-04,7975,28,1,,8.75,Recurring,Card,False
56183,2025-05-04,5428,28,1,,14.39,Recurring,Card,False
1288,2025-05-04,135,28,1,,19.08,Recurring,Card,False
53658,2025-05-04,5178,28,1,,12.21,Recurring,Card,False
65173,2025-05-04,6314,31,4,,18.7,Recurring,Card,False
53906,2025-05-04,5202,28,1,,21.04,Recurring,Card,False
5430,2025-05-04,501,28,1,,18.08,Recurring,Card,False
68674,2025-05-04,6641,29,2,,8.53,Recurring,Card,False
64503,2025-05-04,6262,28,1,,13.72,Recurring,Card,False
91515,2025-05-04,8807,29,2,,11.89,Recurring,Card,False
54094,2025-05-04,5220,30,3,,18.05,Recurring,Card,False
83454,2025-05-04,8014,30,3,,17.51,Recurring,Card,False
69934,2025-05-04,6767,28,1,,16.49,Recurring,Card,False
6256,2025-05-04,572,29,2,,19.38,Recurring,Card,False
2623,2025-05-04,241,28,1,,8.21,Recurring,Card,False
55563,2025-05-04,5367,32,5,,7.79,Recurring,Card,False
87364,2025-05-04,8425,28,1,,21.33,Recurring,Card,False
54076,2025-05-04,5219,29,2,,10.55,Recurring,Card,False
64530,2025-05-04,6263,28,1,,39.93,Recurring,Card,False
91493,2025-05-04,8805,30,3,,16.5,Recurring,Card,False
1571,2025-05-04,163,28,1,,22.49,Recurring,Card,False
123118,2025-05-04,11842,28,1,,8.63,Recurring,Card,False
69011,2025-05-04,6673,28,1,,6.7,Recurring,Card,False
5637,2025-05-04,519,32,5,,16.38,Recurring,Card,False
62417,2025-05-04,6034,32,5,,11.72,Recurring,Card,False
5612,2025-05-04,515,30,3,,14.32,Recurring,Card,False
54052,2025-05-04,5218,29,2,,25.59,Recurring,Card,False
92397,2025-05-04,8890,29,2,,8.7,Recurring,Card,False
86104,2025-05-04,8299,28,1,,32.8,Recurring,Card,False
55610,2025-05-04,5368,32,5,,25.54,Recurring,Card,False
62480,2025-05-04,6043,28,1,,7.61,Recurring,Card,False
123710,2025-05-04,11902,28,1,,17.56,Recurring,Card,False
86142,2025-05-04,8300,31,4,,11.59,Recurring,Card,False
77673,2025-05-04,7504,31,4,,9.79,Recurring,Card,False
123660,2025-05-04,11898,28,1,,9.63,Recurring,Card,False
62622,2025-05-04,6061,28,1,,20.26,Recurring,Card,False
92334,2025-05-04,8885,31,4,,14.06,Recurring,Card,False
123167,2025-05-04,11846,28,1,,23.79,Recurring,Card,False
87291,2025-05-04,8415,32,5,,22.5,Recurring,Card,False
5717,2025-05-04,522,28,1,,14.25,Recurring,Card,False
86188,2025-05-04,8303,29,2,,5.0,Recurring,Card,False
64457,2025-05-04,6259,28,1,,34.51,Recurring,Card,False
55517,2025-05-04,5359,28,1,,16.65,Recurring,Card,False
120843,2025-05-04,11613,28,1,,16.28,Recurring,Card,False
2593,2025-05-04,236,29,2,,26.35,Recurring,Card,False
86174,2025-05-04,8302,28,1,,9.07,Recurring,Card,False
6215,2025-05-04,570,28,1,,14.69,Recurring,Card,False
87315,2025-05-04,8419,28,1,,11.01,Recurring,Card,False
5684,2025-05-04,520,29,2,,25.42,Recurring,Card,False
62564,2025-05-04,6050,28,1,,11.56,Recurring,Card,False
54124,2025-05-04,5221,28,1,,10.49,Recurring,Card,False
91536,2025-05-04,8809,29,2,,16.97,Recurring,Card,False
64469,2025-05-04,6260,28,1,,17.34,Recurring,Card,False
123133,2025-05-04,11843,30,3,,27.31,Recurring,Card,False
121228,2025-05-04,11651,30,3,,16.02,Recurring,Card,False
77533,2025-05-04,7499,29,2,,12.44,Recurring,Card,False
1602,2025-05-04,165,28,1,,11.66,Recurring,Card,False
62507,2025-05-04,6046,28,1,,19.99,Recurring,Card,False
69887,2025-05-04,6765,28,1,,8.46,Recurring,Card,False
64558,2025-05-04,6264,29,2,,17.08,Recurring,Card,False
55625,2025-05-04,5369,28,1,,5.0,Recurring,Card,False
123067,2025-05-04,11838,28,1,,6.54,Recurring,Card,False
87505,2025-05-04,8441,32,5,,14.95,Recurring,Card,False
120795,2025-05-04,11610,30,3,,11.49,Recurring,Card,False
86004,2025-05-04,8286,30,3,,11.72,Recurring,Card,False
55748,2025-05-04,5386,33,6,,19.22,Recurring,Card,False
64659,2025-05-04,6270,31,4,,11.9,Recurring,Card,False
2693,2025-05-04,248,28,1,,22.46,Recurring,Card,False
1490,2025-05-04,153,28,1,,9.6,Recurring,Card,False
83660,2025-05-04,8033,28,1,,14.99,Recurring,Card,False
62212,2025-05-04,6020,30,3,,24.06,Recurring,Card,False
5467,2025-05-04,502,28,1,,6.94,Recurring,Card,False
64678,2025-05-04,6272,33,6,,14.46,Recurring,Card,False
6293,2025-05-04,576,28,1,,10.93,Recurring,Card,False
55788,2025-05-04,5390,29,2,,9.61,Recurring,Card,False
87533,2025-05-04,8442,31,4,,19.84,Recurring,Card,False
78062,2025-05-04,7545,28,1,,24.92,Recurring,Card,False
92461,2025-05-04,8896,28,1,,12.24,Recurring,Card,False
91375,2025-05-04,8797,30,3,,12.1,Recurring,Card,False
64746,2025-05-04,6275,28,1,,14.57,Recurring,Card,False
87548,2025-05-04,8443,28,1,,11.25,Recurring,Card,False
123776,2025-05-04,11910,30,3,,9.76,Recurring,Card,False
2706,2025-05-04,249,28,1,,16.03,Recurring,Card,False
64759,2025-05-04,6277,29,2,,16.51,Recurring,Card,False
62229,2025-05-04,6021,31,4,,13.46,Recurring,Card,False
64586,2025-05-04,6266,33,6,,8.77,Recurring,Card,False
78162,2025-05-04,7555,32,5,,31.15,Recurring,Card,False
86019,2025-05-04,8288,28,1,,17.06,Recurring,Card,False
70223,2025-05-04,6790,28,1,,34.99,Recurring,Card,False
64611,2025-05-04,6267,28,1,,16.49,Recurring,Card,False
62375,2025-05-04,6032,28,1,,10.44,Recurring,Card,False
55646,2025-05-04,5370,28,1,,18.75,Recurring,Card,False
2636,2025-05-04,242,32,5,,14.95,Recurring,Card,False
87421,2025-05-04,8434,32,5,,18.71,Recurring,Card,False
123722,2025-05-04,11903,28,1,,10.32,Recurring,Card,False
91448,2025-05-04,8801,30,3,,25.74,Recurring,Card,False
54020,2025-05-04,5215,32,5,,26.84,Recurring,Card,False
86060,2025-05-04,8295,29,2,,8.51,Recurring,Card,False
62367,2025-05-04,6031,28,1,,34.09,Recurring,Card,False
5591,2025-05-04,511,29,2,,7.1,Recurring,Card,False
87441,2025-05-04,8436,28,1,,14.49,Recurring,Card,False
82848,2025-05-04,7973,33,6,,15.27,Recurring,Card,False
78494,2025-05-04,7584,31,4,,13.2,Recurring,Card,False
76993,2025-05-04,7457,28,1,,24.03,Recurring,Card,False
